file_name,label
1_augmented_0.wav,6
1_augmented_1.wav,6
1_augmented_2.wav,6
1_augmented_3.wav,6
1_augmented_4.wav,6
10_augmented_0.wav,5
10_augmented_1.wav,5
10_augmented_2.wav,5
10_augmented_3.wav,5
10_augmented_4.wav,5
100_augmented_0.wav,2
100_augmented_1.wav,2
100_augmented_2.wav,2
100_augmented_3.wav,2
100_augmented_4.wav,2
1000_augmented_0.wav,3
1000_augmented_1.wav,3
1000_augmented_2.wav,3
1000_augmented_3.wav,3
1000_augmented_4.wav,3
1001_augmented_0.wav,3
1001_augmented_1.wav,3
1001_augmented_2.wav,3
1001_augmented_3.wav,3
1001_augmented_4.wav,3
1002_augmented_0.wav,3
1002_augmented_1.wav,3
1002_augmented_2.wav,3
1002_augmented_3.wav,3
1002_augmented_4.wav,3
1003_augmented_0.wav,3
1003_augmented_1.wav,3
1003_augmented_2.wav,3
1003_augmented_3.wav,3
1003_augmented_4.wav,3
1004_augmented_0.wav,3
1004_augmented_1.wav,3
1004_augmented_2.wav,3
1004_augmented_3.wav,3
1004_augmented_4.wav,3
1005_augmented_0.wav,3
1005_augmented_1.wav,3
1005_augmented_2.wav,3
1005_augmented_3.wav,3
1005_augmented_4.wav,3
1006_augmented_0.wav,3
1006_augmented_1.wav,3
1006_augmented_2.wav,3
1006_augmented_3.wav,3
1006_augmented_4.wav,3
1007_augmented_0.wav,3
1007_augmented_1.wav,3
1007_augmented_2.wav,3
1007_augmented_3.wav,3
1007_augmented_4.wav,3
1008_augmented_0.wav,3
1008_augmented_1.wav,3
1008_augmented_2.wav,3
1008_augmented_3.wav,3
1008_augmented_4.wav,3
1009_augmented_0.wav,3
1009_augmented_1.wav,3
1009_augmented_2.wav,3
1009_augmented_3.wav,3
1009_augmented_4.wav,3
101_augmented_0.wav,2
101_augmented_1.wav,2
101_augmented_2.wav,2
101_augmented_3.wav,2
101_augmented_4.wav,2
1010_augmented_0.wav,3
1010_augmented_1.wav,3
1010_augmented_2.wav,3
1010_augmented_3.wav,3
1010_augmented_4.wav,3
1011_augmented_0.wav,3
1011_augmented_1.wav,3
1011_augmented_2.wav,3
1011_augmented_3.wav,3
1011_augmented_4.wav,3
1012_augmented_0.wav,3
1012_augmented_1.wav,3
1012_augmented_2.wav,3
1012_augmented_3.wav,3
1012_augmented_4.wav,3
1013_augmented_0.wav,3
1013_augmented_1.wav,3
1013_augmented_2.wav,3
1013_augmented_3.wav,3
1013_augmented_4.wav,3
1014_augmented_0.wav,3
1014_augmented_1.wav,3
1014_augmented_2.wav,3
1014_augmented_3.wav,3
1014_augmented_4.wav,3
1015_augmented_0.wav,3
1015_augmented_1.wav,3
1015_augmented_2.wav,3
1015_augmented_3.wav,3
1015_augmented_4.wav,3
1016_augmented_0.wav,3
1016_augmented_1.wav,3
1016_augmented_2.wav,3
1016_augmented_3.wav,3
1016_augmented_4.wav,3
1017_augmented_0.wav,3
1017_augmented_1.wav,3
1017_augmented_2.wav,3
1017_augmented_3.wav,3
1017_augmented_4.wav,3
1018_augmented_0.wav,3
1018_augmented_1.wav,3
1018_augmented_2.wav,3
1018_augmented_3.wav,3
1018_augmented_4.wav,3
1019_augmented_0.wav,3
1019_augmented_1.wav,3
1019_augmented_2.wav,3
1019_augmented_3.wav,3
1019_augmented_4.wav,3
102_augmented_0.wav,2
102_augmented_1.wav,2
102_augmented_2.wav,2
102_augmented_3.wav,2
102_augmented_4.wav,2
1020_augmented_0.wav,3
1020_augmented_1.wav,3
1020_augmented_2.wav,3
1020_augmented_3.wav,3
1020_augmented_4.wav,3
1021_augmented_0.wav,6
1021_augmented_1.wav,6
1021_augmented_2.wav,6
1021_augmented_3.wav,6
1021_augmented_4.wav,6
1022_augmented_0.wav,3
1022_augmented_1.wav,3
1022_augmented_2.wav,3
1022_augmented_3.wav,3
1022_augmented_4.wav,3
1023_augmented_0.wav,3
1023_augmented_1.wav,3
1023_augmented_2.wav,3
1023_augmented_3.wav,3
1023_augmented_4.wav,3
1024_augmented_0.wav,3
1024_augmented_1.wav,3
1024_augmented_2.wav,3
1024_augmented_3.wav,3
1024_augmented_4.wav,3
1025_augmented_0.wav,3
1025_augmented_1.wav,3
1025_augmented_2.wav,3
1025_augmented_3.wav,3
1025_augmented_4.wav,3
1026_augmented_0.wav,3
1026_augmented_1.wav,3
1026_augmented_2.wav,3
1026_augmented_3.wav,3
1026_augmented_4.wav,3
1027_augmented_0.wav,3
1027_augmented_1.wav,3
1027_augmented_2.wav,3
1027_augmented_3.wav,3
1027_augmented_4.wav,3
